state,price,sqft
Montana,$87292,2970
Illinois,$92004,3978
California,$17396,3542
Montana,$87850,768
Florida,$73498,972
California,$54497,2192
California,$28760,1203
California,$98699,1465
California,$18055,2474
California,$99005,3526
Montana,$71988,1219
Florida,$74047,1098
Montana,$96399,2553
Montana,$63006,1647
California,$34090,3465
Florida,$56321,3330
Florida,$3355,3464
Florida,$90907,3658
Illinois,$57454,2340
Illinois,$98841,3241
Florida,$5704,1082
Montana,$27208,3723
Florida,$93414,1869
Illinois,$80365,926
Montana,$78938,1998
Florida,$52791,3105
California,$74080,922
California,$68799,2904
California,$52079,1411
Florida,$49020,2135
Illinois,$46961,2387
California,$88328,1196
Florida,$75838,959
Florida,$79592,2573
California,$19120,2737
Florida,$13622,963
Illinois,$98071,3844
Florida,$86896,993
Montana,$41192,1963
Montana,$63725,2842
Florida,$88805,2687
California,$51956,860
Florida,$19237,1663
Montana,$24279,1175
California,$73021,2395
Florida,$11221,1153
Florida,$79090,2977
Illinois,$9794,2291
California,$66984,1691
Florida,$69783,3528
Illinois,$55493,822
Illinois,$59912,2558
California,$28892,1285
California,$45633,3339
Illinois,$34907,2651
Florida,$98123,753
California,$92433,1738
Illinois,$23036,2044
California,$83339,3595
Florida,$58749,1924
California,$64323,2630
Florida,$41103,1317
California,$28313,3143
California,$42468,2489
California,$81418,978
Florida,$12875,1600
Illinois,$16191,3431
Montana,$69120,3779
California,$97264,1652
Montana,$80209,2820
Montana,$53866,3061
Florida,$99510,3252
Florida,$19710,3427
Montana,$73196,2866
Montana,$54509,3121
California,$3805,1766
Florida,$36787,1837
Florida,$12461,2501
Montana,$82624,2289
Illinois,$40363,1160
California,$19987,2431
Florida,$40192,2641
California,$17346,1419
Illinois,$8521,800
California,$96782,2491
Florida,$33837,3603
California,$80425,853
Montana,$67355,2311
Illinois,$22991,2156
Florida,$92050,3468
Florida,$61435,3574
Illinois,$9339,1409
Montana,$52543,3564
Florida,$24142,3639
Montana,$44709,1048
Florida,$87507,1940
California,$60955,2360
Florida,$49365,1429
Montana,$30140,2926
Montana,$37670,3935
California,$85460,3178
Florida,$15892,845
Montana,$48866,3732
Montana,$66781,1285
Florida,$65101,3228
California,$34996,1273
California,$61026,1888
California,$30648,3036
Montana,$9760,2914
Florida,$84339,3012
Montana,$63670,1403
Illinois,$78752,945
Florida,$94554,3374
Montana,$89988,1205
California,$34784,2314
Florida,$72701,1119
Illinois,$25437,1918
Illinois,$28404,1894
Montana,$62837,3811
California,$15435,3023
Montana,$41904,1407
Montana,$1410,3083
California,$5936,1804
Florida,$52584,1371
Montana,$42286,2204
Florida,$53573,3070
California,$86531,3715
California,$98613,3806
California,$47549,3558
California,$17211,3996
Illinois,$72580,3279
Montana,$49968,3273
Florida,$66565,3068
Illinois,$37351,2573
Montana,$82831,1787
Florida,$47203,3528
Florida,$36423,2531
Florida,$67728,3179
California,$67761,3669
Illinois,$78174,3224
Florida,$15563,3305
California,$81699,2509
California,$44203,2466
Montana,$1919,3494
Illinois,$67759,772
Montana,$78704,3279
California,$23250,2326
Montana,$58365,3053
Montana,$80027,1896
Illinois,$2213,2833
Montana,$82725,1009
Illinois,$36691,3743
Florida,$23524,1315
Florida,$14262,1965
Florida,$32652,2265
California,$98002,2071
Montana,$67413,2492
Illinois,$73590,2440
Illinois,$27769,2874
Illinois,$14970,1292
Illinois,$19751,2452
Florida,$44414,1065
Florida,$42965,2333
California,$69057,3667
Illinois,$22346,1717
California,$76418,2093
Illinois,$56551,3139
Florida,$9979,3073
Illinois,$48186,1475
California,$72847,1925
California,$23867,919
Montana,$72528,3017
Florida,$31719,1327
Montana,$83116,3177
California,$81982,3840
Illinois,$80476,1280
California,$83688,1038
Montana,$41679,2538
Montana,$49403,3169
Florida,$60542,1199
California,$19800,1427
Montana,$90602,3875
Florida,$33542,1975
Illinois,$32511,3935
California,$33011,3349
California,$33517,1473
Florida,$16374,971
California,$2151,3982
Montana,$37982,2804
Montana,$65184,1114
Illinois,$63037,844
Florida,$69767,1005
Montana,$28961,1554
Florida,$26711,1645
California,$5381,3567
Montana,$87998,1430
California,$56612,2532
Illinois,$37254,1815
Montana,$42479,778
Montana,$13686,1104
California,$8962,2402
Florida,$47457,2958
Florida,$73347,1176
Illinois,$29828,3985
Florida,$21272,1764
Illinois,$26493,3926
Illinois,$2353,1059
Montana,$73915,2986
California,$47222,1240
Illinois,$70630,3951
Illinois,$14819,3362
Florida,$71144,1728
Florida,$1812,2605
Illinois,$43911,1798
Montana,$18738,3649
Montana,$77736,3004
Illinois,$45946,2399
Montana,$17886,2922
California,$19010,3926
Illinois,$22068,3026
California,$82505,1740
Florida,$23494,2149
Illinois,$30133,2740
Montana,$13247,3241
Florida,$71604,3729
California,$25392,2884
Florida,$85370,3123
Florida,$99660,1717
Montana,$70865,3060
Montana,$26174,3802
California,$40210,3539
California,$73831,1964
Montana,$56570,3896
Florida,$30150,2730
Illinois,$85142,1071
Illinois,$54769,843
Florida,$62990,3752
Montana,$42206,1719
California,$41167,3436
California,$22645,1091
Montana,$98046,2744
Montana,$68729,1295
Florida,$42912,1501
Florida,$20685,843
California,$44168,1596
Illinois,$21708,3151
Illinois,$32693,3350
Illinois,$67926,1519
Illinois,$92037,3743
California,$36785,2924
Illinois,$63740,2854
Montana,$84990,1059
Illinois,$43345,1503
Illinois,$76834,2177
Florida,$71130,3370
Montana,$11873,2880
California,$61253,3638
California,$15461,2178
Florida,$89576,2186
Montana,$21312,2698
Florida,$33465,1410
Illinois,$7574,1110
Florida,$22802,2097
California,$43470,1412
Florida,$30450,3964
Illinois,$5386,3193
Florida,$21264,2090
Illinois,$6165,2069
California,$24396,3826
Montana,$32856,824
Florida,$35566,1757
Montana,$47614,958
California,$97590,3910
California,$55560,2139
Montana,$52137,2304
Montana,$78435,3931
Illinois,$88471,1560
Illinois,$50360,3197
Illinois,$98435,2560
Illinois,$61655,1428
Illinois,$87756,3017
Montana,$75218,2211
Montana,$36756,3308
Florida,$68727,3275
Illinois,$16031,3812
Montana,$67795,1997
California,$73904,3430
Montana,$29226,1937
Illinois,$90898,3556
Illinois,$67730,2169
Florida,$96968,3619
Florida,$17052,1079
California,$61065,2106
Illinois,$46915,1673
California,$54167,1005
Montana,$49482,2102
California,$90046,3312
Florida,$77290,2861
Illinois,$30598,3181
California,$97138,2768
Illinois,$10402,1446
Illinois,$40327,3801
Illinois,$88065,1434
Florida,$78585,1281
California,$97631,2639
Montana,$35736,3116
Illinois,$14955,1892
California,$2801,1815
Florida,$39190,799
Florida,$47743,1962
Florida,$41138,813
Florida,$35743,1613
Florida,$32996,2652
Florida,$74425,1904
California,$33879,1058
Montana,$23080,2232
Florida,$93941,1029
Illinois,$80603,3410
Montana,$65808,3460
Illinois,$16346,1035
Illinois,$19121,3420
Montana,$62746,3148
Illinois,$62851,2875
Montana,$77472,3755
Montana,$16642,2275
Montana,$53924,750
Montana,$71623,3762
Illinois,$42736,3420
Florida,$11855,2149
California,$33228,1487
Illinois,$31383,2918
California,$99082,3554
California,$37808,3937
Illinois,$47343,901
California,$58061,2672
California,$29363,1825
Illinois,$18889,1553
Illinois,$68986,3514
Florida,$48246,3252
Montana,$1770,1196
Montana,$23465,2033
Montana,$69380,3709
California,$68584,1592
Florida,$81397,1418
Florida,$97257,2959
Montana,$56233,3693
Florida,$20624,2269
California,$74238,2659
California,$18210,2420
Illinois,$46134,1015
California,$37509,926
California,$74130,3920
Montana,$97410,1503
California,$55296,2780
Florida,$80986,974
Florida,$62264,1852
California,$69347,1419
California,$69481,3317
Illinois,$46707,3462
Illinois,$36758,2227
Montana,$99226,833
Montana,$56696,1827
Florida,$22029,2547
Montana,$55765,3437
Illinois,$42850,3081
California,$64018,2144
Florida,$47156,1462
Illinois,$50676,3840
Montana,$37271,2731
Montana,$67282,3796
Florida,$33484,3800
Montana,$36426,2207
Montana,$49943,1556
Illinois,$85351,3861
Montana,$47642,2326
Illinois,$79660,3083
Illinois,$35855,2429
Florida,$38254,2328
Montana,$11651,3980
California,$27263,3430
Montana,$27630,3045
Florida,$93275,2025
Florida,$84017,2367
California,$60624,847
Florida,$29650,1608
Florida,$85845,1391
Florida,$3573,1418
Montana,$2071,937
California,$7917,3777
Montana,$90689,841
California,$58293,1305
California,$10783,3541
Montana,$13127,1113
Montana,$47195,2969
Illinois,$68048,3622
California,$47465,3921
Florida,$44067,2888
Illinois,$76981,1933
Florida,$84398,1976
Florida,$65376,2324
California,$67193,3312
Florida,$71879,986
Florida,$32529,2411
Florida,$82844,2490
Illinois,$4878,3986
Illinois,$69763,3053
Florida,$29902,2437
Florida,$75473,983
Florida,$68747,1708
Illinois,$11367,2142
Florida,$88673,1286
Illinois,$92138,3174
Montana,$86545,3958
Montana,$77064,2439
Florida,$37552,2386
Illinois,$30854,3761
Montana,$97453,2349
Florida,$12321,2631
Illinois,$24691,1823
Florida,$54917,983
Illinois,$43993,2916
Florida,$82276,3131
California,$27444,751
Florida,$9932,1706
Florida,$35389,858
Illinois,$2579,2754
Illinois,$47105,1654
Florida,$18244,2909
Illinois,$37985,3396
Montana,$43251,3097
Florida,$60384,2901
Illinois,$1154,1877
California,$81962,1825
California,$37956,3811
California,$84032,3665
Florida,$32280,3322
California,$94670,1967
Florida,$58037,2177
Illinois,$55596,2432
Florida,$1437,2436
Florida,$76481,3163
California,$67101,897
Florida,$33289,3568
Illinois,$22131,1404
Florida,$86006,973
California,$32000,1992
Florida,$5901,3778
Florida,$51002,1377
Montana,$77804,1571
Florida,$1406,1723
California,$48729,2474
Montana,$64512,773
Montana,$54092,2595
California,$41953,906
California,$53340,2504
Illinois,$35174,1713
Florida,$98754,3092
California,$47808,1237
Illinois,$22454,2273
Illinois,$39167,1169
California,$68268,1389
Illinois,$67037,1007
Florida,$84287,1008
Illinois,$30337,1394
Montana,$61519,2973
Montana,$72938,1635
Montana,$38338,1007
Florida,$86789,2099
Florida,$73141,2987
California,$12937,853
California,$14790,3169
Illinois,$43429,2245
Illinois,$35676,1013
California,$56060,3374
Illinois,$62895,3111
California,$77521,2528
California,$16196,3896
California,$82079,2743
Illinois,$76461,3483
California,$11894,1924
Montana,$58462,1406
Illinois,$37762,2807
Florida,$34447,3772
Florida,$87999,1935
Illinois,$6695,1193
Montana,$84121,2182
Florida,$47473,2688
Montana,$15442,3458
California,$11283,3981
Montana,$18307,3862
Florida,$13020,3891
Montana,$63402,3674
Montana,$22701,2066
Florida,$14883,1919
Florida,$6235,1872
California,$59372,3859
Illinois,$38795,1773
Florida,$99214,3450
Florida,$89871,3256
Illinois,$8205,805
Illinois,$39121,1578
California,$62859,3805
Florida,$51080,2645
Florida,$59670,1391
Florida,$16341,2984
California,$21119,3819
California,$3514,3694
Illinois,$87474,3909
California,$95140,1995
Montana,$65865,3626
Illinois,$78468,3491
Florida,$6789,3400
Montana,$54517,2943
Illinois,$35204,2804
Montana,$34096,1481
Florida,$86871,3134
Florida,$29142,1648
Illinois,$87474,1995
Illinois,$68040,2780
California,$8202,2917
Montana,$32010,2065
Florida,$11969,3289
California,$51388,3448
California,$49405,848
Montana,$42576,1501
Illinois,$91285,1253
California,$45834,3957
Montana,$6850,2971
California,$8997,3594
Florida,$31482,2693
Florida,$24775,3737
Illinois,$94275,2936
Illinois,$77337,968
California,$17905,3169
Illinois,$43319,2321
Illinois,$52343,2014
Montana,$67231,1009
Illinois,$59423,1806
California,$10381,1183
Florida,$80751,2076
Montana,$21607,3667
Illinois,$27998,2281
California,$96489,2409
California,$85673,2564
Florida,$84108,1855
Florida,$65347,1480
Florida,$90170,1420
Illinois,$24352,1148
Montana,$55648,3584
Florida,$50337,1727
Illinois,$77671,3306
Illinois,$96842,2787
Florida,$76151,2770
California,$15027,3761
Illinois,$60911,2139
Florida,$82778,3137
Florida,$15057,3049
California,$78645,3877
Illinois,$22010,1419
California,$3889,3635
Illinois,$57011,2853
California,$89171,3644
Illinois,$63267,3789
Montana,$15220,3024
Illinois,$44590,3634
Florida,$31525,2533
Florida,$51247,3802
California,$36991,1523
Illinois,$87668,3865
Illinois,$34690,2346
Illinois,$22239,942
Illinois,$56059,2982
Florida,$51036,2420
California,$30823,3145
California,$62016,3689
Florida,$39812,3226
Montana,$62462,3423
California,$46110,3900
California,$92618,2525
California,$31074,3488
Illinois,$59626,2372
Florida,$5330,782
Montana,$51579,1667
California,$2820,1110
Montana,$82802,941
Montana,$21950,3939
Florida,$52708,1513
Florida,$49157,2211
Montana,$48011,3218
Montana,$58267,3968
California,$52103,3513
Florida,$96515,1377
California,$4737,2200
California,$93504,3254
California,$22977,2964
Florida,$37334,3901
Illinois,$22859,2533
California,$56409,3670
Illinois,$67043,2595
Illinois,$94200,3934
California,$12711,2335
Florida,$35128,3285
Montana,$47796,1001
Florida,$52620,1754
Illinois,$67342,1751
California,$28487,3651
California,$85404,2856
Florida,$71951,1006
California,$8521,1982
Florida,$59724,3845
Montana,$41733,3127
Florida,$39890,1594
Montana,$18601,1308
Florida,$84548,3132
California,$24510,3927
Montana,$8695,2856
California,$17095,3413
California,$10861,3758
Montana,$60867,2684
Florida,$88571,1152
Montana,$5270,1480
Florida,$59750,2688
Illinois,$58861,1172
Montana,$34998,1040
Montana,$3078,3863
California,$9459,1166
Illinois,$68365,2179
Montana,$15927,859
Illinois,$85092,1298
Montana,$78070,3912
California,$37389,2845
California,$21923,2957
Montana,$9291,3497
Montana,$49890,1541
Florida,$19502,2715
Florida,$78449,1145
California,$29538,1165
California,$13969,3070
Montana,$57177,3042
Florida,$87332,3168
Florida,$78272,2083
Illinois,$11000,2161
Illinois,$49104,3033
California,$90780,1041
Illinois,$41637,2167
California,$34667,1845
Montana,$58208,1473
California,$52655,2743
Illinois,$18039,3569
California,$93821,2104
Montana,$14923,3480
Florida,$24005,2608
Florida,$55585,1681
Illinois,$61919,2533
Illinois,$8152,991
Montana,$31872,3021
Florida,$63559,2592
Florida,$82008,795
Illinois,$50713,862
Montana,$53524,1863
Illinois,$82483,1850
Illinois,$78189,859
Florida,$72839,3413
Illinois,$26516,2209
Illinois,$85814,3503
Illinois,$9258,3751
Montana,$11582,3423
Florida,$97959,1600
California,$84312,1593
Montana,$34268,1095
Illinois,$65615,2269
Florida,$29256,2205
Florida,$63425,1529
Montana,$64333,1021
California,$50418,2120
California,$62646,2075
Florida,$46123,3371
Montana,$48871,2220
Illinois,$32806,2841
Illinois,$64144,1238
Florida,$64460,963
Montana,$43027,3109
California,$50449,2239
California,$69146,2017
Montana,$47888,3699
California,$74123,2953
California,$3697,2618
California,$95024,959
California,$55720,786
Illinois,$41057,3273
Montana,$86755,3239
Illinois,$43345,3836
Illinois,$51314,3556
Florida,$65784,1012
Montana,$26121,3652
Montana,$71953,2337
Illinois,$54035,3396
Florida,$15041,3935
Illinois,$50687,1494
Montana,$19583,2919
Florida,$99620,3988
Illinois,$82619,3977
Montana,$40536,2727
Illinois,$31830,2453
Montana,$49908,3069
California,$5647,1318
Montana,$33466,3952
Florida,$22880,3201
Illinois,$82068,3790
California,$13059,1195
California,$20393,1039
Montana,$36685,1601
Florida,$75574,876
California,$18327,775
Florida,$77474,847
Montana,$25007,1893
Illinois,$69438,3351
Montana,$8985,2361
Florida,$49146,2533
California,$34134,3016
California,$50436,2658
Illinois,$82625,1712
Illinois,$51555,3475
Illinois,$64053,1563
Illinois,$37451,3851
California,$32977,3988
Montana,$65111,1656
Florida,$94703,2827
California,$71917,3487
Florida,$56368,3311
Florida,$95307,2346
Montana,$87734,1384
Illinois,$83232,1280
Illinois,$82697,2796
California,$69917,3135
Illinois,$42374,3199
Florida,$45866,2911
Illinois,$96561,899
Illinois,$44512,3898
Illinois,$88956,3558
California,$43036,773
Montana,$32659,1288
Florida,$88291,1477
Montana,$77256,991
Illinois,$60930,2834
Montana,$76891,1068
Montana,$64759,3039
California,$52626,2056
Florida,$82584,1461
Illinois,$83015,1031
Montana,$32489,1295
Illinois,$84865,2076
Montana,$61488,1174
Montana,$63702,2666
Illinois,$36908,1925
Illinois,$90696,1048
Illinois,$98401,1830
Montana,$23444,2249
Montana,$13182,3949
Montana,$49676,981
California,$71529,2955
Montana,$57167,1145
Florida,$12249,1350
Florida,$38041,1389
Florida,$84302,2502
Florida,$89743,2835
Illinois,$51864,3224
California,$63548,1208
Illinois,$95532,1544
Florida,$32514,2549
Illinois,$18143,3235
Illinois,$14145,1863
California,$35400,980
Montana,$5034,2608
Florida,$23935,2082
Illinois,$49487,1300
Illinois,$15797,2267
California,$52725,1959
Montana,$24366,3751
Montana,$86523,2990
Florida,$32218,2864
Montana,$70971,2416
Montana,$72222,2762
California,$66328,2231
Illinois,$25999,2078
Illinois,$28846,3507
Montana,$1140,2984
Illinois,$3044,1610
California,$7248,2700
Montana,$56175,1264
California,$27156,3956
Illinois,$23232,3671
Illinois,$85823,796
California,$18019,1408
Montana,$80857,2155
Illinois,$6227,3797
California,$90637,1589
Florida,$55809,3480
Illinois,$38605,2384
Florida,$15991,3804
Montana,$76404,1107
Illinois,$94830,3081
Montana,$40064,1441
Florida,$51997,1072
Illinois,$80299,1026
Florida,$25196,1245
Montana,$72133,1265
California,$31761,2049
Montana,$8850,2533
Montana,$11956,1519
California,$23799,2192
Florida,$45900,1086
California,$86184,3741
Illinois,$50064,1009
Florida,$94529,2289
Florida,$80657,2094
California,$50867,2272
Illinois,$24644,2402
Montana,$5327,1756
Florida,$5578,3523
Illinois,$54611,3845
Florida,$64860,1131
Illinois,$98840,3177
Montana,$55574,2528
Illinois,$19997,2413
California,$40491,1137
Illinois,$16262,865
Illinois,$92897,1733
Florida,$92840,2268
Montana,$62869,2882
Montana,$57764,1962
Illinois,$19799,3932
Montana,$52676,3345
California,$68645,3646
Montana,$71212,908
Florida,$17251,3140
Illinois,$54302,870
Florida,$21724,1802
Florida,$90576,2500
Montana,$64628,3569
Florida,$2517,1429
Illinois,$55100,817
Florida,$35562,2660
Illinois,$6390,1107
Florida,$30910,3057
Florida,$38269,2602
Montana,$35786,2982
Florida,$20753,2802
Montana,$89744,3657
Montana,$91251,2053
Florida,$40275,2659
Montana,$28299,3028
California,$35077,2918
California,$1303,1464
Florida,$25572,2916
